item,name,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q111974677,ABÍLIO JOSÉ AUGUSTO KAMALATA NUMA,Q28699,National Union for the Total Independence of Angola,,,2012-09-27,2017-08-22,male,Q111974677-5D291869-43A9-4370-8CC0-CD25016FC000
Q59164305,ADALBERTO COSTA JÚNIOR,Q28699,National Union for the Total Independence of Angola,,,2012-09-27,2017-08-22,male,Q59164305-8CDEF1D1-55D4-4348-AB16-505A191489E7
Q6671916,ADRIANO BOTELHO DE VASCONCELOS,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,male,Q6671916-4518DA97-DD31-4D03-A1C1-20A59CC1704F
Q111974678,ADÃO CRISTÓVÃO NETO,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,male,Q111974678-E6933DF3-8C60-4109-A8D8-43660BF6D922
Q111974679,AFONSO MARIA VABA,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,male,Q111974679-9687E4EA-7844-4769-BBBF-B7A0CC0D5785
Q111974236,AGOSTINHO NDJAKA,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,male,Q111974236-28B1349E-CE50-4245-8EE7-E1F4D384761E
Q111974680,ALBERTINA CHITUMBO CUVANGO LIMUETA,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,female,Q111974680-B78A9907-D991-4F33-8A83-BF358DCB56D9
Q111974681,ALBERTINA CUGINGOMOCO MUXINDO,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,female,Q111974681-1993F7FE-31E0-4A34-BA49-2C0E3E1981D9
Q51883208,ALBERTINA NAVEMBA NGOLO,Q28699,National Union for the Total Independence of Angola,,,2012-09-27,2017-08-22,female,Q51883208-C8F6F7C4-5880-4121-9EA7-ACA56C20424E
Q111974682,ALBERTINA TERESA JOSÉ,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,female,Q111974682-4AE77E94-9753-4803-A269-8762781C0929
Q59209555,ALCIDES SAKALA SIMÕES,Q28699,National Union for the Total Independence of Angola,,,2012-09-27,2017-08-22,male,Q59209555-ABA59960-2585-4425-9F08-0BCE245609EF
Q111974683,ALEXANDRE ANTÓNIO MOTA COELHO MOREIRA BASTOS,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,male,Q111974683-B4105526-4E46-43B9-85AC-70CD8A796118
Q59209560,ALEXANDRE SEBASTIÃO ANDRÉ,Q1129430,Broad Convergence for the Salvation of Angola,,,2012-09-27,2017-08-22,male,Q59209560-0EDA0085-18FB-40ED-9BD9-DE333D4B825C
Q111974684,ALFREDO BERNER,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,male,Q111974684-C31E2025-0E75-4EDD-BA34-5732EBCD43B3
Q59209566,ALFREDO JUNQUEIRA DALA,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,male,Q59209566-3DF274D4-89D6-47B3-8965-BA22B3746BCD
Q51883315,AMÉLIA CALUMBO QUINTA,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,female,Q51883315-049E59E0-FE27-434C-BF01-0189C1420D41
Q59660256,AMÉRICO ANTÓNIO CUONONOCA,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,male,Q59660256-8DF2A050-9C10-4F01-9988-8810AB146761
Q111974685,ANA MARAVILHA BORGES ALÉ FERNANDES,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,female,Q111974685-7410646B-B4BE-4D99-A906-C73B273044D3
Q111974686,ANA MARIA MANUEL JOÃO TAVEIRA JOSÉ,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,female,Q111974686-AF24BEFB-06B9-4D5A-903C-CAF6376610E7
Q111974687,ANABELA CAIOVO NGUNGA,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,female,Q111974687-28E77BCD-227A-49B6-A2EB-B41F0EF2ABCF
Q111974688,ANABELA MANUEL DOS SANTOS ALBERTO,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2017-08-22,female,Q111974688-22870DE3-D9BF-4A60-9A1B-4A1F150CE2B1
Q29876330,ANANIAS ESCÓRCIO,Q28551,People's Movement for the Liberation of Angola,,,2012-09-27,2016-04-01,male,Q29876330-4711e52e-4d25-4f6b-107e-c799f0120d4a
Q111974690,ANATILDE DE JESUS DE OLIVEIRA FREIRE CAMPOS,Q1129430,Broad Convergence for the Salvation of Angola,,,2012-09-27,2017-08-22,female,Q111974690-C6FD4972-4659-4C08-8EF0-C70BB4159BC0
